TANGGAL;KOMODITI;SATUAN;HARGA;;;;;;
29/11/2018;Ketela Pohon;Kg;5200;;;;;;
29/11/2018;Garam Beryodium Bata;250 gr;3780;;;;;;
29/11/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
29/11/2018;Telur Ayam Kampung;butir;2200;;;;;;
30/11/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
30/11/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
30/11/2018;Ikan Teri Asin;Kg;120660;;;;;;
30/11/2018;Daging Sapi Lokal Paha Belakang;Kg;119000;;;;;;
30/11/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;93333;;;;;;
30/11/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
30/11/2018;Ayam Kampung;ekor;84575;;;;;;
30/11/2018;Daging Sapi Lokal Daging Tetelan;Kg;63333;;;;;;
30/11/2018;Susu Bubuk Kaleng Merk Bendera;buah;44500;;;;;;
30/11/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42800;;;;;;
30/11/2018;Ikan Kembung;Kg;39660;;;;;;
30/11/2018;Cabai Merah Besar;Kg;37660;;;;;;
30/11/2018;Ayam Boiler;ekor;37560;;;;;;
30/11/2018;Cabai Merah Kriting;Kg;35260;;;;;;
30/11/2018;Cabai Rawit Merah;Kg;34860;;;;;;
30/11/2018;Cabai Rawit Hijau;Kg;34200;;;;;;
30/11/2018;Bawang Putih Impor (Kating);Kg;30100;;;;;;
30/11/2018;Bawang Merah (Medium);Kg;30060;;;;;;
30/11/2018;Bawang Putih Impor (Honan);Kg;28000;;;;;;
30/11/2018;Kacang Tanah;Kg;24900;;;;;;
30/11/2018;Telur Ayam Ras;Kg;23440;;;;;;
30/11/2018;Kacang Hijau;Kg;22100;;;;;;
30/11/2018;Jagung Pipilan Kecil;Kg;16000;;;;;;
30/11/2018;Minyak Goreng Bimoli Botol;Liter;13240;;;;;;
30/11/2018;Gula Pasir;Kg;12650;;;;;;
30/11/2018;Beras Premium;Kg;12638;;;;;;
30/11/2018;Kacang Kedelai Eks Impor;Kg;12250;;;;;;
30/11/2018;Kacang Kedelai Lokal;Kg;12100;;;;;;
30/11/2018;Minyak Goreng Curah;Liter;11760;;;;;;
30/11/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11560;;;;;;
30/11/2018;Garam Beryodium Halus;Kg;10900;;;;;;
30/11/2018;Tepung Terigu Segitiga Biru;Kg;10840;;;;;;
30/11/2018;Beras Medium;Kg;10590;;;;;;
30/11/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10160;;;;;;
30/11/2018;Ketela Pohon;Kg;5200;;;;;;
30/11/2018;Garam Beryodium Bata;250 gr;3780;;;;;;
30/11/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
30/11/2018;Telur Ayam Kampung;butir;2180;;;;;;
03/12/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
03/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;126667;;;;;;
03/12/2018;Ikan Teri Asin;Kg;120660;;;;;;
03/12/2018;Daging Sapi Lokal Paha Belakang;Kg;118000;;;;;;
03/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;106667;;;;;;
03/12/2018;Ayam Kampung;ekor;93325;;;;;;
03/12/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
03/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;65833;;;;;;
03/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44500;;;;;;
03/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42800;;;;;;
03/12/2018;Ikan Kembung;Kg;39160;;;;;;
03/12/2018;Ayam Boiler;ekor;38060;;;;;;
03/12/2018;Cabai Merah Besar;Kg;36660;;;;;;
03/12/2018;Cabai Merah Kriting;Kg;35760;;;;;;
03/12/2018;Cabai Rawit Hijau;Kg;35500;;;;;;
03/12/2018;Cabai Rawit Merah;Kg;35360;;;;;;
03/12/2018;Bawang Merah (Medium);Kg;30160;;;;;;
03/12/2018;Bawang Putih Impor (Kating);Kg;29100;;;;;;
03/12/2018;Kacang Tanah;Kg;25900;;;;;;
03/12/2018;Bawang Putih Impor (Honan);Kg;25500;;;;;;
03/12/2018;Telur Ayam Ras;Kg;23940;;;;;;
03/12/2018;Kacang Hijau;Kg;23900;;;;;;
03/12/2018;Jagung Pipilan Kecil;Kg;16000;;;;;;
03/12/2018;Kacang Kedelai Eks Impor;Kg;13750;;;;;;
03/12/2018;Minyak Goreng Bimoli Botol;Liter;13640;;;;;;
03/12/2018;Beras Premium;Kg;13138;;;;;;
03/12/2018;Gula Pasir;Kg;12900;;;;;;
03/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12160;;;;;;
03/12/2018;Kacang Kedelai Lokal;Kg;12100;;;;;;
03/12/2018;Minyak Goreng Curah;Liter;12060;;;;;;
03/12/2018;Beras Medium;Kg;10790;;;;;;
03/12/2018;Tepung Terigu Segitiga Biru;Kg;10740;;;;;;
03/12/2018;Garam Beryodium Halus;Kg;10400;;;;;;
03/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10160;;;;;;
03/12/2018;Ketela Pohon;Kg;5200;;;;;;
03/12/2018;Garam Beryodium Bata;250 gr;3600;;;;;;
03/12/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
03/12/2018;Telur Ayam Kampung;butir;2300;;;;;;
04/12/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
04/12/2018;Daging Sapi Lokal Paha Belakang;Kg;122500;;;;;;
04/12/2018;Ikan Teri Asin;Kg;121660;;;;;;
04/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
04/12/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
04/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;90000;;;;;;
04/12/2018;Ayam Kampung;ekor;88325;;;;;;
04/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;65000;;;;;;
04/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44500;;;;;;
04/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42800;;;;;;
04/12/2018;Ikan Kembung;Kg;40160;;;;;;
04/12/2018;Ayam Boiler;ekor;37560;;;;;;
04/12/2018;Cabai Merah Besar;Kg;37160;;;;;;
04/12/2018;Cabai Rawit Merah;Kg;34360;;;;;;
04/12/2018;Cabai Merah Kriting;Kg;33760;;;;;;
04/12/2018;Cabai Rawit Hijau;Kg;32500;;;;;;
04/12/2018;Bawang Merah (Medium);Kg;32360;;;;;;
04/12/2018;Bawang Putih Impor (Kating);Kg;28100;;;;;;
04/12/2018;Bawang Putih Impor (Honan);Kg;27500;;;;;;
04/12/2018;Kacang Tanah;Kg;25300;;;;;;
04/12/2018;Telur Ayam Ras;Kg;23940;;;;;;
04/12/2018;Kacang Hijau;Kg;23000;;;;;;
04/12/2018;Jagung Pipilan Kecil;Kg;16000;;;;;;
04/12/2018;Minyak Goreng Bimoli Botol;Liter;13340;;;;;;
04/12/2018;Beras Premium;Kg;13013;;;;;;
04/12/2018;Gula Pasir;Kg;12600;;;;;;
04/12/2018;Kacang Kedelai Eks Impor;Kg;12125;;;;;;
04/12/2018;Kacang Kedelai Lokal;Kg;12100;;;;;;
04/12/2018;Minyak Goreng Curah;Liter;11660;;;;;;
04/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11560;;;;;;
04/12/2018;Beras Medium;Kg;10590;;;;;;
04/12/2018;Garam Beryodium Halus;Kg;10400;;;;;;
04/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10260;;;;;;
04/12/2018;Tepung Terigu Segitiga Biru;Kg;10040;;;;;;
04/12/2018;Ketela Pohon;Kg;5400;;;;;;
04/12/2018;Garam Beryodium Bata;250 gr;3200;;;;;;
04/12/2018;Indomie Rasa Kari Ayam;buah;2460;;;;;;
04/12/2018;Telur Ayam Kampung;butir;2200;;;;;;
05/12/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
05/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123160;;;;;;
05/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
05/12/2018;Ikan Teri Asin;Kg;115800;;;;;;
05/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;106667;;;;;;
05/12/2018;Ayam Kampung;ekor;90825;;;;;;
05/12/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
05/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;64167;;;;;;
05/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44750;;;;;;
05/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42675;;;;;;
05/12/2018;Ikan Kembung;Kg;40840;;;;;;
05/12/2018;Ayam Boiler;ekor;37460;;;;;;
05/12/2018;Cabai Rawit Merah;Kg;32900;;;;;;
05/12/2018;Cabai Merah Kriting;Kg;32360;;;;;;
05/12/2018;Cabai Merah Besar;Kg;32260;;;;;;
05/12/2018;Bawang Merah (Medium);Kg;31400;;;;;;
05/12/2018;Cabai Rawit Hijau;Kg;29960;;;;;;
05/12/2018;Bawang Putih Impor (Kating);Kg;27960;;;;;;
05/12/2018;Bawang Putih Impor (Honan);Kg;26500;;;;;;
05/12/2018;Kacang Tanah;Kg;26000;;;;;;
05/12/2018;Telur Ayam Ras;Kg;24600;;;;;;
05/12/2018;Kacang Hijau;Kg;22400;;;;;;
05/12/2018;Jagung Pipilan Kecil;Kg;15400;;;;;;
05/12/2018;Minyak Goreng Bimoli Botol;Liter;13300;;;;;;
05/12/2018;Beras Premium;Kg;13125;;;;;;
05/12/2018;Kacang Kedelai Eks Impor;Kg;13075;;;;;;
05/12/2018;Gula Pasir;Kg;12810;;;;;;
05/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12060;;;;;;
05/12/2018;Kacang Kedelai Lokal;Kg;11850;;;;;;
05/12/2018;Minyak Goreng Curah;Liter;11760;;;;;;
05/12/2018;Beras Medium;Kg;10500;;;;;;
05/12/2018;Garam Beryodium Halus;Kg;10200;;;;;;
05/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9820;;;;;;
05/12/2018;Tepung Terigu Segitiga Biru;Kg;9660;;;;;;
05/12/2018;Ketela Pohon;Kg;5460;;;;;;
05/12/2018;Garam Beryodium Bata;250 gr;3120;;;;;;
05/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
05/12/2018;Telur Ayam Kampung;butir;2300;;;;;;
06/12/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
06/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
06/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
06/12/2018;Ikan Teri Asin;Kg;115800;;;;;;
06/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;106667;;;;;;
06/12/2018;Ayam Kampung;ekor;90825;;;;;;
06/12/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
06/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;66667;;;;;;
06/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44750;;;;;;
06/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42675;;;;;;
06/12/2018;Ikan Kembung;Kg;40840;;;;;;
06/12/2018;Ayam Boiler;ekor;37060;;;;;;
06/12/2018;Cabai Merah Besar;Kg;32660;;;;;;
06/12/2018;Cabai Merah Kriting;Kg;32660;;;;;;
06/12/2018;Cabai Rawit Merah;Kg;32300;;;;;;
06/12/2018;Bawang Merah (Medium);Kg;31400;;;;;;
06/12/2018;Cabai Rawit Hijau;Kg;30460;;;;;;
06/12/2018;Bawang Putih Impor (Kating);Kg;27260;;;;;;
06/12/2018;Bawang Putih Impor (Honan);Kg;26500;;;;;;
06/12/2018;Kacang Tanah;Kg;26100;;;;;;
06/12/2018;Telur Ayam Ras;Kg;24600;;;;;;
06/12/2018;Kacang Hijau;Kg;22400;;;;;;
06/12/2018;Jagung Pipilan Kecil;Kg;15400;;;;;;
06/12/2018;Minyak Goreng Bimoli Botol;Liter;13300;;;;;;
06/12/2018;Kacang Kedelai Eks Impor;Kg;13075;;;;;;
06/12/2018;Beras Premium;Kg;13063;;;;;;
06/12/2018;Gula Pasir;Kg;12860;;;;;;
06/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12060;;;;;;
06/12/2018;Kacang Kedelai Lokal;Kg;11850;;;;;;
06/12/2018;Minyak Goreng Curah;Liter;11810;;;;;;
06/12/2018;Beras Medium;Kg;10450;;;;;;
06/12/2018;Garam Beryodium Halus;Kg;10100;;;;;;
06/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9820;;;;;;
06/12/2018;Tepung Terigu Segitiga Biru;Kg;9760;;;;;;
06/12/2018;Ketela Pohon;Kg;5460;;;;;;
06/12/2018;Garam Beryodium Bata;250 gr;3120;;;;;;
06/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
06/12/2018;Telur Ayam Kampung;butir;2300;;;;;;
07/12/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
07/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
07/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
07/12/2018;Ikan Teri Asin;Kg;114500;;;;;;
07/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;106667;;;;;;
07/12/2018;Ayam Kampung;ekor;90825;;;;;;
07/12/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
07/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;71667;;;;;;
07/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44750;;;;;;
07/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42675;;;;;;
07/12/2018;Ikan Kembung;Kg;40840;;;;;;
07/12/2018;Ayam Boiler;ekor;36860;;;;;;
07/12/2018;Cabai Merah Besar;Kg;33160;;;;;;
07/12/2018;Cabai Merah Kriting;Kg;31660;;;;;;
07/12/2018;Cabai Rawit Merah;Kg;30800;;;;;;
07/12/2018;Bawang Merah (Medium);Kg;30200;;;;;;
07/12/2018;Cabai Rawit Hijau;Kg;29260;;;;;;
07/12/2018;Bawang Putih Impor (Kating);Kg;28960;;;;;;
07/12/2018;Kacang Tanah;Kg;26400;;;;;;
07/12/2018;Bawang Putih Impor (Honan);Kg;25500;;;;;;
07/12/2018;Telur Ayam Ras;Kg;25400;;;;;;
07/12/2018;Kacang Hijau;Kg;22100;;;;;;
07/12/2018;Jagung Pipilan Kecil;Kg;15400;;;;;;
07/12/2018;Minyak Goreng Bimoli Botol;Liter;13400;;;;;;
07/12/2018;Gula Pasir;Kg;12760;;;;;;
07/12/2018;Beras Premium;Kg;12625;;;;;;
07/12/2018;Kacang Kedelai Eks Impor;Kg;12575;;;;;;
07/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12060;;;;;;
07/12/2018;Kacang Kedelai Lokal;Kg;11850;;;;;;
07/12/2018;Minyak Goreng Curah;Liter;11660;;;;;;
07/12/2018;Beras Medium;Kg;10500;;;;;;
07/12/2018;Garam Beryodium Halus;Kg;10200;;;;;;
07/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9820;;;;;;
07/12/2018;Tepung Terigu Segitiga Biru;Kg;9660;;;;;;
07/12/2018;Ketela Pohon;Kg;5460;;;;;;
07/12/2018;Garam Beryodium Bata;250 gr;3520;;;;;;
07/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
07/12/2018;Telur Ayam Kampung;butir;2390;;;;;;
10/12/2018;Daging Sapi Lokal Has Dalam;Kg;148333;;;;;;
10/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
10/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;121667;;;;;;
10/12/2018;Ikan Teri Asin;Kg;116800;;;;;;
10/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;108333;;;;;;
10/12/2018;Ayam Kampung;ekor;89575;;;;;;
10/12/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
10/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;73333;;;;;;
10/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44750;;;;;;
10/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42675;;;;;;
10/12/2018;Ikan Kembung;Kg;41340;;;;;;
10/12/2018;Ayam Boiler;ekor;37460;;;;;;
10/12/2018;Cabai Merah Besar;Kg;33660;;;;;;
10/12/2018;Cabai Merah Kriting;Kg;33160;;;;;;
10/12/2018;Cabai Rawit Merah;Kg;32300;;;;;;
10/12/2018;Bawang Merah (Medium);Kg;30500;;;;;;
10/12/2018;Cabai Rawit Hijau;Kg;29960;;;;;;
10/12/2018;Bawang Putih Impor (Kating);Kg;28860;;;;;;
10/12/2018;Kacang Tanah;Kg;26100;;;;;;
10/12/2018;Bawang Putih Impor (Honan);Kg;25500;;;;;;
10/12/2018;Telur Ayam Ras;Kg;25400;;;;;;
10/12/2018;Kacang Hijau;Kg;22400;;;;;;
10/12/2018;Jagung Pipilan Kecil;Kg;15400;;;;;;
10/12/2018;Minyak Goreng Bimoli Botol;Liter;13400;;;;;;
10/12/2018;Kacang Kedelai Eks Impor;Kg;13200;;;;;;
10/12/2018;Gula Pasir;Kg;12760;;;;;;
10/12/2018;Beras Premium;Kg;12625;;;;;;
10/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12060;;;;;;
10/12/2018;Minyak Goreng Curah;Liter;11860;;;;;;
10/12/2018;Kacang Kedelai Lokal;Kg;11850;;;;;;
10/12/2018;Beras Medium;Kg;10500;;;;;;
10/12/2018;Garam Beryodium Halus;Kg;10500;;;;;;
10/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9820;;;;;;
10/12/2018;Tepung Terigu Segitiga Biru;Kg;9760;;;;;;
10/12/2018;Ketela Pohon;Kg;5460;;;;;;
10/12/2018;Garam Beryodium Bata;250 gr;3920;;;;;;
10/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
10/12/2018;Telur Ayam Kampung;butir;2340;;;;;;
11/12/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
11/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
11/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
11/12/2018;Ikan Teri Asin;Kg;119800;;;;;;
11/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
11/12/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
11/12/2018;Ayam Kampung;ekor;78325;;;;;;
11/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;70000;;;;;;
11/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44750;;;;;;
11/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42675;;;;;;
11/12/2018;Ikan Kembung;Kg;41840;;;;;;
11/12/2018;Ayam Boiler;ekor;37660;;;;;;
11/12/2018;Cabai Merah Besar;Kg;35660;;;;;;
11/12/2018;Cabai Merah Kriting;Kg;31660;;;;;;
11/12/2018;Cabai Rawit Merah;Kg;30800;;;;;;
11/12/2018;Bawang Merah (Medium);Kg;30600;;;;;;
11/12/2018;Cabai Rawit Hijau;Kg;30260;;;;;;
11/12/2018;Bawang Putih Impor (Kating);Kg;28460;;;;;;
11/12/2018;Bawang Putih Impor (Honan);Kg;26500;;;;;;
11/12/2018;Kacang Tanah;Kg;25700;;;;;;
11/12/2018;Telur Ayam Ras;Kg;25500;;;;;;
11/12/2018;Kacang Hijau;Kg;22000;;;;;;
11/12/2018;Jagung Pipilan Kecil;Kg;15400;;;;;;
11/12/2018;Minyak Goreng Bimoli Botol;Liter;13500;;;;;;
11/12/2018;Gula Pasir;Kg;12460;;;;;;
11/12/2018;Beras Premium;Kg;12250;;;;;;
11/12/2018;Kacang Kedelai Eks Impor;Kg;12200;;;;;;
11/12/2018;Minyak Goreng Curah;Liter;11860;;;;;;
11/12/2018;Kacang Kedelai Lokal;Kg;11850;;;;;;
11/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11460;;;;;;
11/12/2018;Garam Beryodium Halus;Kg;10700;;;;;;
11/12/2018;Beras Medium;Kg;10350;;;;;;
11/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9920;;;;;;
11/12/2018;Tepung Terigu Segitiga Biru;Kg;9760;;;;;;
11/12/2018;Ketela Pohon;Kg;5460;;;;;;
11/12/2018;Garam Beryodium Bata;250 gr;3700;;;;;;
11/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
11/12/2018;Telur Ayam Kampung;butir;2340;;;;;;
12/12/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
12/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
12/12/2018;Ikan Teri Asin;Kg;120740;;;;;;
12/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
12/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
12/12/2018;Daging Sapi Impor Beku;Kg;84150;;;;;;
12/12/2018;Ayam Kampung;ekor;80000;;;;;;
12/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;73333;;;;;;
12/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44575;;;;;;
12/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
12/12/2018;Ikan Kembung;Kg;40840;;;;;;
12/12/2018;Ayam Boiler;ekor;37560;;;;;;
12/12/2018;Cabai Merah Besar;Kg;36340;;;;;;
12/12/2018;Cabai Merah Kriting;Kg;32540;;;;;;
12/12/2018;Cabai Rawit Merah;Kg;31660;;;;;;
12/12/2018;Bawang Merah (Medium);Kg;31060;;;;;;
12/12/2018;Cabai Rawit Hijau;Kg;30840;;;;;;
12/12/2018;Bawang Putih Impor (Kating);Kg;29740;;;;;;
12/12/2018;Bawang Putih Impor (Honan);Kg;26500;;;;;;
12/12/2018;Kacang Tanah;Kg;25660;;;;;;
12/12/2018;Telur Ayam Ras;Kg;25460;;;;;;
12/12/2018;Kacang Hijau;Kg;22040;;;;;;
12/12/2018;Jagung Pipilan Kecil;Kg;15433;;;;;;
12/12/2018;Minyak Goreng Bimoli Botol;Liter;13460;;;;;;
12/12/2018;Gula Pasir;Kg;12490;;;;;;
12/12/2018;Beras Premium;Kg;12375;;;;;;
12/12/2018;Kacang Kedelai Eks Impor;Kg;12200;;;;;;
12/12/2018;Minyak Goreng Curah;Liter;11950;;;;;;
12/12/2018;Kacang Kedelai Lokal;Kg;11900;;;;;;
12/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
12/12/2018;Garam Beryodium Halus;Kg;10860;;;;;;
12/12/2018;Beras Medium;Kg;10590;;;;;;
12/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9960;;;;;;
12/12/2018;Tepung Terigu Segitiga Biru;Kg;9960;;;;;;
12/12/2018;Ketela Pohon;Kg;5300;;;;;;
12/12/2018;Garam Beryodium Bata;250 gr;3780;;;;;;
12/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
12/12/2018;Telur Ayam Kampung;butir;2370;;;;;;
13/12/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
13/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
13/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;121667;;;;;;
13/12/2018;Ikan Teri Asin;Kg;119740;;;;;;
13/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;103333;;;;;;
13/12/2018;Ayam Kampung;ekor;84375;;;;;;
13/12/2018;Daging Sapi Impor Beku;Kg;84150;;;;;;
13/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;80000;;;;;;
13/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44575;;;;;;
13/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
13/12/2018;Ikan Kembung;Kg;41340;;;;;;
13/12/2018;Cabai Merah Besar;Kg;38840;;;;;;
13/12/2018;Ayam Boiler;ekor;37360;;;;;;
13/12/2018;Cabai Merah Kriting;Kg;34040;;;;;;
13/12/2018;Cabai Rawit Merah;Kg;33660;;;;;;
13/12/2018;Cabai Rawit Hijau;Kg;31840;;;;;;
13/12/2018;Bawang Merah (Medium);Kg;31360;;;;;;
13/12/2018;Bawang Putih Impor (Kating);Kg;29340;;;;;;
13/12/2018;Bawang Putih Impor (Honan);Kg;26500;;;;;;
13/12/2018;Kacang Tanah;Kg;25660;;;;;;
13/12/2018;Telur Ayam Ras;Kg;25260;;;;;;
13/12/2018;Kacang Hijau;Kg;21940;;;;;;
13/12/2018;Jagung Pipilan Kecil;Kg;15433;;;;;;
13/12/2018;Minyak Goreng Bimoli Botol;Liter;13460;;;;;;
13/12/2018;Gula Pasir;Kg;12540;;;;;;
13/12/2018;Kacang Kedelai Eks Impor;Kg;12450;;;;;;
13/12/2018;Beras Premium;Kg;12375;;;;;;
13/12/2018;Minyak Goreng Curah;Liter;11950;;;;;;
13/12/2018;Kacang Kedelai Lokal;Kg;11900;;;;;;
13/12/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11500;;;;;;
13/12/2018;Garam Beryodium Halus;Kg;10860;;;;;;
13/12/2018;Beras Medium;Kg;10540;;;;;;
13/12/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9960;;;;;;
13/12/2018;Tepung Terigu Segitiga Biru;Kg;9960;;;;;;
13/12/2018;Ketela Pohon;Kg;5300;;;;;;
13/12/2018;Garam Beryodium Bata;250 gr;3780;;;;;;
13/12/2018;Indomie Rasa Kari Ayam;buah;2440;;;;;;
13/12/2018;Telur Ayam Kampung;butir;2370;;;;;;
14/12/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
14/12/2018;Daging Sapi Lokal Paha Belakang;Kg;123660;;;;;;
14/12/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
14/12/2018;Ikan Teri Asin;Kg;113740;;;;;;
14/12/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;93333;;;;;;
14/12/2018;Daging Sapi Impor Beku;Kg;84150;;;;;;
14/12/2018;Ayam Kampung;ekor;83750;;;;;;
14/12/2018;Daging Sapi Lokal Daging Tetelan;Kg;66667;;;;;;
14/12/2018;Susu Bubuk Kaleng Merk Bendera;buah;44575;;;;;;
14/12/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
14/12/2018;Cabai Merah Besar;Kg;40840;;;;;;
14/12/2018;Ikan Kembung;Kg;39840;;;;;;
14/12/2018;Ayam Boiler;ekor;37760;;;;;;
14/12/2018;Cabai Rawit Merah;Kg;33160;;;;;;
14/12/2018;Cabai Merah Kriting;Kg;32540;;;;;;
14/12/2018;Bawang Merah (Medium);Kg;31960;;;;;;
14/12/2018;Cabai Rawit Hijau;Kg;31740;;;;;;
14/12/2018;Bawang Putih Impor (Honan);Kg;29000;;;;;;
14/12/2018;Bawang Putih Impor (Kating);Kg;27840;;;;;;
14/12/2018;Telur Ayam Ras;Kg;26060;;;;;;
14/12/2018;Kacang Tanah;Kg;25360;;;;;;
14/12/2018;Kacang Hijau;Kg;21340;;;;;;
14/12/2018;Jagung Pipilan Kecil;Kg;15433;;;;;;
14/12/2018;Minyak Goreng Bimoli Botol;Liter;13060;;;;;;
